,Company,Rating,Job_Title,Location,Salary,Job_Description,URL
560,Hiretual,3.2,Machine Learning Engineer,"Mountain View, CA",,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=1919&ao=14295&s=58&guid=0000017597c81a468d4551228860caee&src=GD_JOB_AD&t=SR&vt=w&cs=1_1e5eb2bb&cb=1604569275355&jobListingId=3490368915
561,Walmart,3.3,Principal Data Scientist - GEC (Assortment),"Sunnyvale, CA",193K-309K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=1920&ao=133042&s=58&guid=0000017597c81a468d4551228860caee&src=GD_JOB_AD&t=SR&vt=w&cs=1_abda81b3&cb=1604569275357&jobListingId=3720624857
562,Freenome Holdings,5,"Senior Data Scientist / Biostatistician, Real-world Data and Cancer Risk Modeling","South San Francisco, CA",,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=1921&ao=1091461&s=58&guid=0000017597c81a468d4551228860caee&src=GD_JOB_AD&t=SR&vt=w&cs=1_245fb4f5&cb=1604569275357&jobListingId=3663467257
563,Zoom,3.7,Sr. Data Scientist - Sales Analytics,"San Jose, CA",142K-227K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=1922&ao=1091461&s=58&guid=0000017597c81a468d4551228860caee&src=GD_JOB_AD&t=SR&vt=w&cs=1_502dfd87&cb=1604569275357&jobListingId=3681156946
564,Apple,4.2,Machine Learning Engineer- iPhone Operations,"Santa Clara, CA",137K-214K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=1923&ao=191997&s=58&guid=0000017597c81a468d4551228860caee&src=GD_JOB_AD&t=SR&vt=w&cs=1_3abb5fc5&cb=1604569275358&jobListingId=3561399883
565,Randstad General Staffing,3.8,Senior Data Scientist,"San Jose, CA",,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=1924&ao=1044072&s=58&guid=0000017597c81a468d4551228860caee&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_21eba3e0&cb=1604569275358&jobListingId=3732749796
566,Palo Alto Networks,,Sr. Data Scientist - SFDC Pipeline Analytics,"Santa Clara, CA",,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=1925&ao=1091461&s=58&guid=0000017597c81a468d4551228860caee&src=GD_JOB_AD&t=SR&vt=w&cs=1_fd3fdbf0&cb=1604569275359&jobListingId=3699141539
567,Walmart,3.3,"Senior Data Scientist, eComm (Machine Learning Algorithms, Data Analysis, & Big Data experience)","Sunnyvale, CA",122K-190K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=1926&ao=133042&s=58&guid=0000017597c81a468d4551228860caee&src=GD_JOB_AD&t=SR&vt=w&cs=1_bb2ce8df&cb=1604569275360&jobListingId=3711274837
568,Beepi,,Machine Learning Scientist,"San Jose, CA",,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=1927&ao=1091457&s=58&guid=0000017597c81a468d4551228860caee&src=GD_JOB_AD&t=SR&vt=w&cs=1_5e973d5d&cb=1604569275360&jobListingId=3708287600
569,Health at Scale Corporation,,Machine Learning Scientist,"San Jose, CA",,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=1928&ao=14295&s=58&guid=0000017597c81a468d4551228860caee&src=GD_JOB_AD&t=SR&vt=w&cs=1_a3f65769&cb=1604569275361&jobListingId=3652045315
570,Apple,4.2,Maps Search Machine Learning Engineer,"Santa Clara, CA",137K-214K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=1929&ao=4120&s=58&guid=0000017597c81a468d4551228860caee&src=GD_JOB_AD&t=SR&vt=w&cs=1_74eaad66&cb=1604569275360&jobListingId=3552338381
571,Apple,4.2,RF/Wireless data engineer,"Santa Clara, CA",122K-220K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=1930&ao=191997&s=58&guid=0000017597c81a468d4551228860caee&src=GD_JOB_AD&t=SR&vt=w&cs=1_c01ec0ee&cb=1604569275360&jobListingId=3627272084
572,Health at Scale Corporation,,Machine Learning Scientist,"San Jose, CA",,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2001&ao=14295&s=58&guid=0000017597c84118b78601893ff2f0a7&src=GD_JOB_AD&t=SR&vt=w&cs=1_c7d52b52&cb=1604569285361&jobListingId=3652045315
573,Beepi,,Machine Learning Scientist,"San Jose, CA",,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2002&ao=1091457&s=58&guid=0000017597c84118b78601893ff2f0a7&src=GD_JOB_AD&t=SR&vt=w&cs=1_45c8fee5&cb=1604569285348&jobListingId=3708287600
574,Apple,4.2,RF/Wireless data engineer,"Santa Clara, CA",122K-220K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2003&ao=191997&s=58&guid=0000017597c84118b78601893ff2f0a7&src=GD_JOB_AD&t=SR&vt=w&cs=1_a43dbcd5&cb=1604569285348&jobListingId=3627272084
575,Apple,4.2,Maps Search Machine Learning Engineer,"Santa Clara, CA",137K-214K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2004&ao=4120&s=58&guid=0000017597c84118b78601893ff2f0a7&src=GD_JOB_AD&t=SR&vt=w&cs=1_c5e24423&cb=1604569285348&jobListingId=3552338381
576,United One Solutions,,Data Analyst,"Newark, CA",,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2005&ao=1091461&s=58&guid=0000017597c84118b78601893ff2f0a7&src=GD_JOB_AD&t=SR&vt=w&cs=1_1fa0da70&cb=1604569285349&jobListingId=3663450670
577,Apple,4.2,"AI/ML - Sr Data Scientist, Siri Data","Santa Clara, CA",141K-225K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2006&ao=191997&s=58&guid=0000017597c84118b78601893ff2f0a7&src=GD_JOB_AD&t=SR&vt=w&cs=1_c670f4d7&cb=1604569285350&jobListingId=3720594423
578,GA Instructor,,Data Science Instructor Associate (Part-Time),"Mountain View, CA",,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2007&ao=8095&s=58&guid=0000017597c84118b78601893ff2f0a7&src=GD_JOB_AD&t=SR&vt=w&cs=1_fc3c6476&cb=1604569285351&jobListingId=3501536658
579,McD Tech Labs,,"Data Scientist, ML Evaluation - McD Tech Labs","Mountain View, CA",,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2008&ao=1091461&s=58&guid=0000017597c84118b78601893ff2f0a7&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_d29d5a3a&cb=1604569285360&jobListingId=3719380915
580,GoFundMe,4.5,Senior Technical Data Analyst,"Redwood City, CA",83K-147K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2009&ao=8095&s=58&guid=0000017597c84118b78601893ff2f0a7&src=GD_JOB_AD&t=SR&vt=w&cs=1_5c1f271f&cb=1604569285352&jobListingId=3697438088
581,Apple,4.2,"AI/ML - Sr. Data Scientist, Siri Data","Santa Clara, CA",141K-225K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2010&ao=191997&s=58&guid=0000017597c84118b78601893ff2f0a7&src=GD_JOB_AD&t=SR&vt=w&cs=1_945e84ff&cb=1604569285352&jobListingId=3637184936
582,Allakos,,Data Analyst-Senior Data Analyst,"Redwood City, CA",,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2011&ao=1091461&s=58&guid=0000017597c84118b78601893ff2f0a7&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_e26df55f&cb=1604569285364&jobListingId=3663615585
583,Apple,4.2,Video Coding & Machine Learning Engineer,"Santa Clara, CA",134K-210K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2012&ao=191997&s=58&guid=0000017597c84118b78601893ff2f0a7&src=GD_JOB_AD&t=SR&vt=w&cs=1_f8e096f5&cb=1604569285353&jobListingId=3594277057
584,Kelly,3.4,Data Analyst - Talent Acquisition,"Foster City, CA",,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2013&ao=1044072&s=58&guid=0000017597c84118b78601893ff2f0a7&src=GD_JOB_AD&t=SR&vt=w&cs=1_7520131b&cb=1604569285355&jobListingId=3704313674
585,McAfee,3.6,Senior Business Data Analyst,"San Jose, CA",69K-126K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2014&ao=244449&s=58&guid=0000017597c84118b78601893ff2f0a7&src=GD_JOB_AD&t=SR&vt=w&cs=1_b7e7d5c7&cb=1604569285355&jobListingId=3711889976
586,Devsisters USA,3.2,Data Analyst,"San Mateo, CA",,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2015&ao=1091454&s=58&guid=0000017597c84118b78601893ff2f0a7&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_6ada0974&cb=1604569285355&jobListingId=3704684730
587,Milestone Technologies,3.6,GSST Data Analyst II,"Fremont, CA",67K-120K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2016&ao=1091461&s=58&guid=0000017597c84118b78601893ff2f0a7&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_e0c0191f&cb=1604569285356&jobListingId=3732831383
588,Apple,4.2,Camera Machine Learning Engineer,"Santa Clara, CA",142K-167K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2017&ao=4120&s=58&guid=0000017597c84118b78601893ff2f0a7&src=GD_JOB_AD&t=SR&vt=w&cs=1_1ae480e4&cb=1604569285356&jobListingId=3525970094
589,Tachyon Technologies,4.2,Data Analyst Tableau/Power BI,"San Jose, CA",58K-103K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2018&ao=37049&s=58&guid=0000017597c84118b78601893ff2f0a7&src=GD_JOB_AD&t=SR&vt=w&cs=1_ebc56b48&cb=1604569285357&jobListingId=3353360303
590,Palantir Technologies,4,Data Engineer,"Palo Alto, CA",114K-205K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2019&ao=85944&s=58&guid=0000017597c84118b78601893ff2f0a7&src=GD_JOB_AD&t=SR&vt=w&cs=1_58049d38&cb=1604569285357&jobListingId=3690202428
591,Adobe,4.3,2021 University Graduate - Data Science Engineer,"San Jose, CA",91K-167K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2020&ao=132917&s=58&guid=0000017597c84118b78601893ff2f0a7&src=GD_JOB_AD&t=SR&vt=w&cs=1_4892ef1c&cb=1604569285358&jobListingId=3715250643
592,Apple,4.2,Video Coding and Machine Learning Engineer,"Santa Clara, CA",142K-167K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2021&ao=191997&s=58&guid=0000017597c84118b78601893ff2f0a7&src=GD_JOB_AD&t=SR&vt=w&cs=1_a94ae49e&cb=1604569285359&jobListingId=3374395386
593,RGP,4.1,Data Analyst,"San Jose, CA",,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2022&ao=1003814&s=58&guid=0000017597c84118b78601893ff2f0a7&src=GD_JOB_AD&t=SR&vt=w&cs=1_b8907f9b&cb=1604569285360&jobListingId=3723352421
594,Intone Networks,4.3,Data Engineer,"Sunnyvale, CA",63K-118K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2023&ao=4120&s=58&guid=0000017597c84118b78601893ff2f0a7&src=GD_JOB_AD&t=SR&vt=w&cs=1_14661488&cb=1604569285360&jobListingId=3726963298
595,"Beezwax Datatools, Inc.",4.8,Technical Data Analyst,"Cupertino, CA",,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2024&ao=1091461&s=58&guid=0000017597c84118b78601893ff2f0a7&src=GD_JOB_AD&t=SR&vt=w&cs=1_2ff722da&cb=1604569285362&jobListingId=3724982189
596,SLD Laser,4.9,Machine Learning Engineer,"Fremont, CA",,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2025&ao=912585&s=58&guid=0000017597c84118b78601893ff2f0a7&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_c999badf&cb=1604569285362&jobListingId=3643500865
597,GENENTECH,4.1,"Bioanalytical Scientist, Biochemical and Cellular Pharmacology","South San Francisco, CA",,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2026&ao=1044074&s=58&guid=0000017597c84118b78601893ff2f0a7&src=GD_JOB_AD&t=SR&vt=w&cs=1_c096aaad&cb=1604569285362&jobListingId=3726633779
598,eShocan LLC,,Machine Learning Engineer,"Mountain View, CA",,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2027&ao=1091454&s=58&guid=0000017597c84118b78601893ff2f0a7&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_a5ff0cd7&cb=1604569285366&jobListingId=3720706315
599,Udemy,4.4,Data Science Manager (Marketing Decision Science),"Mountain View, CA",137K-219K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2028&ao=148364&s=58&guid=0000017597c84118b78601893ff2f0a7&src=GD_JOB_AD&t=SR&vt=w&cs=1_3803081d&cb=1604569285363&jobListingId=3702316185
600,GENENTECH,4.1,"Senior Scientist, In Vitro DMPK","South San Francisco, CA",143K-259K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2029&ao=1044074&s=58&guid=0000017597c84118b78601893ff2f0a7&src=GD_JOB_AD&t=SR&vt=w&cs=1_4937a3a3&cb=1604569285364&jobListingId=3697423623
601,"Everest Consultants, Inc.",,Data Engineer (Remote work),"Sunnyvale, CA",,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2030&ao=1044072&s=58&guid=0000017597c84118b78601893ff2f0a7&src=GD_JOB_AD&t=SR&vt=w&cs=1_cd7cf84a&cb=1604569285365&jobListingId=3713533691
602,GENENTECH,4.1,"Senior Scientist, In Vitro DMPK","South San Francisco, CA",143K-259K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2101&ao=1044074&s=58&guid=0000017597c868bf8b8f7560c71b1078&src=GD_JOB_AD&t=SR&vt=w&cs=1_c11c1e89&cb=1604569295481&jobListingId=3697423623
603,Udemy,4.4,Data Science Manager (Marketing Decision Science),"Mountain View, CA",137K-219K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2102&ao=148364&s=58&guid=0000017597c868bf8b8f7560c71b1078&src=GD_JOB_AD&t=SR&vt=w&cs=1_7a3e47e5&cb=1604569295481&jobListingId=3702316185
604,"Everest Consultants, Inc.",,Data Engineer (Remote work),"Sunnyvale, CA",,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2103&ao=1044072&s=58&guid=0000017597c868bf8b8f7560c71b1078&src=GD_JOB_AD&t=SR&vt=w&cs=1_205c3c09&cb=1604569295488&jobListingId=3713533691
605,Stanford University,4.3,Senior Quality Control Analytical Scientist,"Stanford, CA",68K-121K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2104&ao=1091461&s=58&guid=0000017597c868bf8b8f7560c71b1078&src=GD_JOB_AD&t=SR&vt=w&cs=1_aae51060&cb=1604569295483&jobListingId=3721271859
606,TriNet,3.3,"Analyst, CX Data Science","Dublin, CA",112K-176K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2105&ao=1091461&s=58&guid=0000017597c868bf8b8f7560c71b1078&src=GD_JOB_AD&t=SR&vt=w&cs=1_db64deca&cb=1604569295483&jobListingId=3727635437
607,Cadence Design Systems,4.3,"Data Engineer, Machine Learning","San Jose, CA",110K-188K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2106&ao=242900&s=58&guid=0000017597c868bf8b8f7560c71b1078&src=GD_JOB_AD&t=SR&vt=w&cs=1_5043eb26&cb=1604569295484&jobListingId=3732423552
608,Udemy,4.4,Senior Data Scientist - Inference,"Mountain View, CA",115K-185K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2107&ao=148364&s=58&guid=0000017597c868bf8b8f7560c71b1078&src=GD_JOB_AD&t=SR&vt=w&cs=1_2b041672&cb=1604569295485&jobListingId=3719864843
609,McDonald's Corporate,3.5,"Data Scientist, Performance Analytics - McD Tech Labs","Mountain View, CA",85K-140K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2108&ao=1091461&s=58&guid=0000017597c868bf8b8f7560c71b1078&src=GD_JOB_AD&t=SR&vt=w&cs=1_fb3d3244&cb=1604569295486&jobListingId=3688975980
610,Apple,4.2,GPU Machine Learning Engineer,"Santa Clara, CA",134K-210K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2109&ao=191997&s=58&guid=0000017597c868bf8b8f7560c71b1078&src=GD_JOB_AD&t=SR&vt=w&cs=1_392acdf1&cb=1604569295488&jobListingId=3524032259
611,Inzone,,Machine Learning Engineer – Reinforcement Learning,"Palo Alto, CA",,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2110&ao=1091461&s=58&guid=0000017597c868bf8b8f7560c71b1078&src=GD_JOB_AD&t=SR&vt=w&cs=1_4887d26e&cb=1604569295492&jobListingId=3663426806
612,Stanford University,4.3,Data Engineer,"Stanford, CA",83K-156K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2111&ao=1091461&s=58&guid=0000017597c868bf8b8f7560c71b1078&src=GD_JOB_AD&t=SR&vt=w&cs=1_df0769a8&cb=1604569295490&jobListingId=3689462667
613,Apex Systems,3.8,Data Engineer,"Menlo Park, CA",,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2112&ao=922202&s=58&guid=0000017597c868bf8b8f7560c71b1078&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_061a63de&cb=1604569295491&jobListingId=3701906765
614,E Ink,3.6,Synthetic Polymer Scientist,"Fremont, CA",24K-112K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2113&ao=1091461&s=58&guid=0000017597c868bf8b8f7560c71b1078&src=GD_JOB_AD&t=SR&vt=w&cs=1_12e7f131&cb=1604569295491&jobListingId=3713111790
615,OnSpecta,,Machine Learning Engineer,"Palo Alto, CA",,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2114&ao=1091461&s=58&guid=0000017597c868bf8b8f7560c71b1078&src=GD_JOB_AD&t=SR&vt=w&cs=1_aac4ef60&cb=1604569295492&jobListingId=3663428093
616,Opsani,5,Machine Learning Engineer (Optimization),"Redwood City, CA",,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2115&ao=1091461&s=58&guid=0000017597c868bf8b8f7560c71b1078&src=GD_JOB_AD&t=SR&vt=w&cs=1_5114bd4d&cb=1604569295492&jobListingId=3663438518
617,Kelly,3.4,"French Data Analyst - Cupertino, CA/Remote","Cupertino, CA",,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2116&ao=1044072&s=58&guid=0000017597c868bf8b8f7560c71b1078&src=GD_JOB_AD&t=SR&vt=w&cs=1_0828356c&cb=1604569295493&jobListingId=3703619070
618,"Samsung Semiconductor, Inc.",3.6,Machine Learning Engineer Intern,"San Jose, CA",,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2117&ao=4128&s=58&guid=0000017597c868bf8b8f7560c71b1078&src=GD_JOB_AD&t=SR&vt=w&cs=1_23845bf0&cb=1604569295494&jobListingId=3690324223
619,Apple,4.2,Video Machine Learning Engineer,"Santa Clara, CA",142K-167K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2118&ao=191997&s=58&guid=0000017597c868bf8b8f7560c71b1078&src=GD_JOB_AD&t=SR&vt=w&cs=1_850071f1&cb=1604569295494&jobListingId=3362242958
620,Beezwax Datatools,4.8,Technical Data Analyst,"Cupertino, CA",69K-131K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2119&ao=4120&s=58&guid=0000017597c868bf8b8f7560c71b1078&src=GD_JOB_AD&t=SR&vt=w&cs=1_261e42f5&cb=1604569295495&jobListingId=3546076656
621,Apple,4.2,"Machine Learning Engineer - Fraud Engineering, Algorithms, and Risk","Santa Clara, CA",134K-210K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2120&ao=4120&s=58&guid=0000017597c868bf8b8f7560c71b1078&src=GD_JOB_AD&t=SR&vt=w&cs=1_1f4208e5&cb=1604569295495&jobListingId=3679345021
622,"Samsung Semiconductor, Inc.",3,Machine Learning Engineer Intern,"San Jose, CA",,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2121&ao=1091461&s=58&guid=0000017597c868bf8b8f7560c71b1078&src=GD_JOB_AD&t=SR&vt=w&cs=1_a12238a0&cb=1604569295495&jobListingId=3692183533
623,Staffwing Inc,,Lead Data Scientist/ Statistician,"San Jose, CA",,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2122&ao=175425&s=58&guid=0000017597c868bf8b8f7560c71b1078&src=GD_JOB_AD&t=SR&vt=w&cs=1_54e4ab35&cb=1604569295496&jobListingId=2229751927
624,Fiddler AI,,Machine Learning Engineer,"Palo Alto, CA",,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2123&ao=148364&s=58&guid=0000017597c868bf8b8f7560c71b1078&src=GD_JOB_AD&t=SR&vt=w&cs=1_e64bee28&cb=1604569295496&jobListingId=3721100945
625,Plume,5,Machine Learning Engineer,"Palo Alto, CA",,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2124&ao=1091461&s=58&guid=0000017597c868bf8b8f7560c71b1078&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_fb3d3a7e&cb=1604569295496&jobListingId=3694108188
626,AlignTech,,Senior Data Scientist/Statistician,"San Jose, CA",,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2125&ao=1091461&s=58&guid=0000017597c868bf8b8f7560c71b1078&src=GD_JOB_AD&t=SR&vt=w&cs=1_f3413a4a&cb=1604569295497&jobListingId=3681161622
627,matchpoint solutions,4.3,Data Engineer (AWS and PYSpark),"San Mateo, CA",69K-130K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2126&ao=4134&s=58&guid=0000017597c868bf8b8f7560c71b1078&src=GD_JOB_AD&t=SR&vt=w&cs=1_0a6519d0&cb=1604569295497&jobListingId=3732963784
628,Natera,4,Data Engineer,"San Carlos, CA",69K-130K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2127&ao=37049&s=58&guid=0000017597c868bf8b8f7560c71b1078&src=GD_JOB_AD&t=SR&vt=w&cs=1_e227adfb&cb=1604569295498&jobListingId=3643864745
629,Facebook,4.5,"Data Engineering Manager, Analytics (Growth)","Menlo Park, CA",144K-235K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2128&ao=1139178&s=58&guid=0000017597c868bf8b8f7560c71b1078&src=GD_JOB_AD&t=SR&vt=w&cs=1_6c170c47&cb=1604569295498&jobListingId=3680017667
630,AutoGrid Systems,3.1,Senior Data Scientist,"Redwood City, CA",,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2129&ao=4341&s=58&guid=0000017597c868bf8b8f7560c71b1078&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_996cbdbe&cb=1604569295499&jobListingId=3304539776
631,Apple,4.2,"AI/ML - Machine Learning Scientist, Siri Understanding","Santa Clara, CA",134K-210K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2130&ao=191997&s=58&guid=0000017597c868bf8b8f7560c71b1078&src=GD_JOB_AD&t=SR&vt=w&cs=1_e698f63c&cb=1604569295499&jobListingId=3047804988
632,Tempus Labs,3.4,"Machine Learning Scientist, Radiology","Redwood City, CA",105K-173K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2201&ao=8095&s=58&guid=0000017597c889efbf8754322892be1b&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_32cf48d8&cb=1604569304001&jobListingId=3719443388
633,Apple,4.2,"AI/ML - Machine Learning Scientist, Siri Understanding","Santa Clara, CA",134K-210K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2202&ao=191997&s=58&guid=0000017597c889efbf8754322892be1b&src=GD_JOB_AD&t=SR&vt=w&cs=1_84226dea&cb=1604569304002&jobListingId=3047804988
634,"TalentMovers, Inc.",,Data Engineer SAS,"San Jose, CA",,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2203&ao=316669&s=58&guid=0000017597c889efbf8754322892be1b&src=GD_JOB_AD&t=SR&vt=w&cs=1_e751e055&cb=1604569304009&jobListingId=3733100884
635,Yochana,4.5,"""Data Engineer""","Fremont, CA",,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2204&ao=37049&s=58&guid=0000017597c889efbf8754322892be1b&src=GD_JOB_AD&t=SR&vt=w&cs=1_abbc40b7&cb=1604569304004&jobListingId=3688338621
